CLUE,ANS,POS
Nobleman ,marquis,4
Area of endeavour ,arena,21
The original garden? ,eden,1
Just ,only,3
Epiphyte absorbing nutrients from the atmosphere ,air plant,4
Started again after a break,resumed,44
Vincent van . . . . was a great Dutch painter ,gogh,1
Stayed clear of,avoided,2
Measure applied to gold or gems ,carat,1
"Glass cylinders closed at one end, used in laboratory work",test tubes,1
Portending bad things ,ominous,1
Period or stage in a process ,phase,1
Areas,regions,2
