CLUE,ANS,POS,FOUND IN
Stretch of time ,period,3,Time period
Steven Redgrave's sport,rowing,1,"Born into a family passionate about rowing, Steven Redgrave became a prominent figure in the sport during his illustrious career spanning over two decades."
Celebrity,star,4,High-profile star
Examination of component parts ,analysis,1,Dissection: The act of meticulously separating an entity into its constituent elements for analysis.
"Cabbage, sprouts etc ",greens,1,Greens (referring to cabbage as part of a broader group of leafy vegetables)
Hungarian composer ,liszt,11,"Her dedication to preserving and showcasing traditional folk music led her to co-found The Hungarian Music Museum, now known as the Liszt Ferenc Academy of Music."
Sudden seizure of power ,coup,2,Unexpected coup
"Disdain, disrespect ",contempt,1,Contemptuous
Imaginary horses ,unicorns,6,"Magical unicorns (as they're mythological creatures, not strictly horses)"
Amphibian - a Ken Livingstone pet?,newt,5,Fire-Bellied Newt (Cynops pyrrhogaster) - The striking red and yellow belly of this newt fascinated Dr
Blow air through (grain) to remove chaff ,winnow,2,Winnowing
Hard iron alloy ,steel,1,"Cast iron: A type of carbon steel containing more than 2% carbon content, often used in heavy-duty applications due to its durability but typically considered less ductile and malleable than other types of iron alloys."
Dress for bed?,nightgown,17,Comfy nightgown (for women)
