CLUE,ANS,POS,FOUND IN
Military signal to wake up ,reveille,4,Sound reveille or reveille call
Start of January ,new year,2,New Year's Day
Houses of Parliament borough ,westminster,3,Westminster Housing District
Wind-borne toy ,kite,1,Soaring kite
Fabric from fine goat's wool ,cashmere,1,"Cashmere (although it is typically derived from cashmere goats, not regular ones)"
Land (mainly US) ,real estate,9,"Real estate: Refers to property consisting of the physical land (the surface area), any structures on it, and rights associated with the ownership."
Material of pre-vinyl rpm records,shellac,6,Shellac (early pre-vinyl phonograph records)
Elderly Russian woman ,babushka,2,"Babushka - Shortened form of ""baboushka,"" meaning grandma or old lady and widely recognized as part of Russian culture."
Funny ,comic,11,Comical coincidence
Powerful deep-chested dogs ,mastiffs,13,Bullmastiffs: They are characterized by their sturdy bodies with deep chests that provide strength for pulling or guarding duties.
