CLUE,ANS,POS
Edict ,decree,1
It attaches tissue to bone ,tendon,5
Turnaround,reversal,6
Holy ,divine,2
Hereditarily-ruled Channel Island ,sark,4
Betting ,wagering,1
Secret - mysterious,arcane,12
Touching lightly so as to cause laughter ,tickling,1
Close by,adjacent,2
"Adulterated, tainted ",impure,11
Fleet commander,admiral,2
Proper; owed ,due,2
The official who ensures fair play ,referee,1
Process of ending ,cessation,7
Noctambulist ,sleepwalker,3
One who compensates (another) for harm or loss ,indemnifier,1
T; Argentinian dance ,tango,1
Christmas decoration ,tinsel,1
Supporter or fan ,admirer,2
Those giving a party,hosts,2
Season ,spring,3
Go away ,depart,12
Musician's aid for pitch ,tuning fork,1
Radioactive metallic element ,radium,3
Defame falsely,libel,2
Without pause ,nonstop,2
Feeling guilt or remorse ,ashamed,5
