CLUE,ANS,POS,FOUND IN
A pair of performers ,duo,1,Duo act
Sheaths for guns ,holsters,2,Gun holsters
"Inherent ability, natural talent ",aptitude,2,Natural aptitude
The Taming of the --,shrew,1,"Shrew (metaphorically referring to a difficult personality, which can be associated with ""taming"")"
Fastened with metal pins ,nailed,1,Nailed down
Spanish gentleman ,hidalgo,2,Hidalgo distinguido
Association of sports teams ,league,1,Champions League clubs
Double-dealing ,two-faced,3,Two-faced conduct
Ventilated ,aired,5,Fully aired space
Gaping,wide open,1,"Open-mouthed: An expression often used when someone is surprised or in disbelief, not directly related to ""gaping."" However, if considering the literal interpretation relating to a wide opening, it can loosely connect with the concept of gaping (as in an open mouth)."
Purple,violet,3,Violet color
Elliptical figure,oval,1,Oval-shaped
Nut ,cashew,5,Cashew seed
Room to manoeuvre ,leeway,16,Generous leeway
