CLUE,ANS,POS
Fast-moving stream ,torrent,1
Underground chapel ,crypt,1
Prolonged public dispute,controversy,1
In a happy mood ,cheerful,1
Gain by work ,earn,1
Bell tower ,belfry,9
"Arrogant pride, from the Greek ",hubris,1
Hold affectionately ,embrace,1
Magical or medicinal potion ,elixir,1
Continent ,asia,1
Wash ,bathe,6
Forgetful ,absent-minded,8
Unhurried and relaxed,laid-back,7
Wallpaper remover ,scraper,3
(Semi)enclosed area,precinct,15
Event causing great damage ,catastrophe,19
Resolve; come down ,settle,1
