CLUE,ANS,POS,FOUND IN
Large wild American feline,puma,2,Cougar (Also known as Puma or Mountain Lion)
Storyline or piece of land ,plot,1,"Novel - A fictional story, often in prose, with a plot and characters."
Present in great quantity ,abundant,1,Abundant - existing or available in large quantities; plentiful.
The Planets composer ,holst,1,Gustav Holst
A bicycle made for two ,tandem,1,Tandem Bicycle
Hide menacingly ,lurk,15,Lurking
Something that motivates ,incentive,1,Incentive - A thing that encourages someone to do something.
Group of small boats ,flotilla,20,"Flotilla (a fleet or group of small boats, generally with the same purpose or design)"
Crystalline carbohydrate ,sugar,11,"Dextrose (D-glucose, can be found in a crystalline state as grape sugar)"
Sikh headgear ,turban,1,"Dastaar (also spelled ""Dastoor"") - The traditional turban worn by Sikhs as a symbol of faith and honor."
Wind down ,relax,1,Unwind - To relax or take it easy after work or a stressful situation.
