CLUE,ANS,POS
Medical practitioner ,doctor,1
Giraffe-like animal ,okapi,1
Indian dish ,samosa,2
In a despicable manner ,shamefully,8
Small lump ,nodule,2
Thick,dense,1
Large reptile,crocodile,1
Pale and wan (6) ,pallid,7
Legal possessor ,owner,1
Transparent dome,bubble,2
Terror ,panic,3
Rite ,ceremony,1
Yellow fruit ,banana,1
Unfettered,free,2
Frozen in,icebound,19
Festival ,gala,14
House robber ,burglar,1
Bony framework ,skeleton,1
Highly decorated,ornate,3
Very fancy or complicated ,elaborate,3
Fungal plant disease ,mildew,6
Sandbank ,bar,3
"Obstinate, bullheaded ",stubborn,1
Golf ball support ,tee,1
Outlaw,bandit,3
