CLUE,ANS,POS
Pilfered,stolen,1
Way in ,entrance,2
Feeling or showing romantic love ,amorous,15
'Goldfinger' author ,ian fleming,1
Blood vessel ,aorta,4
Sensible ,rational,2
Young deer ,fawn,1
Arthur's sorcerer ,merlin,1
Ronnie Scott's music?,jazz,2
Relating to river banks ,riparian,2
Destructive ,ruinous,3
Old Crusader Knight ,templar,1
"Greek philosopher (Poetics, Politics) ",aristotle,3
Sombre colour,grey,2
Natural fibre ,cotton,1
Repair ,mend,2
Unwrinkled ,smooth,1
"Modify, correct ",amend,1
Males ,men,1
Impenetrable mist ,fog,1
It obstructs or hinders ,obstacle,2
