CLUE,ANS,POS,FOUND IN
Vast age ,eon,5,Eons old
Still mysterious despite investigation,unexplained,20,Unexplained oddity
Narrow road ,lane,8,Narrow lane
Baleful ,ominous,13,Dangerous (when used to describe something with an ominous presence)
Cheap and poorly made ,shoddy,10,Shoddy workmanship
Concern or curiosity ,interest,2,Interested
Closely compacted ,dense,7,Condensed layout
Extra payment ,bonus,1,Bonus pay
Achieve successfully ,accomplish,3,Accomplished
Peak (of cap); be very full ,brim,1,Brimming
Hold spellbound ,enthral,2,Enthralled
Submarine's eye? ,periscope,1,Periscope vision
Metal joint,weld,1,Welding connection
Wash ,bathe,6,Bathed
"Verify, examine ",check,11,Double-check methodically
Best possible,ideal,5,Ideal conditions
