CLUE,ANS,POS,FOUND IN
Pig ,hog,4,Hog-tastic
"Whisk, blend ",stir,3,Stir continuously
Transparent ,clear,1,Clear-cut
"Excited, stimulated ",aroused,7,Aroused (in a non-sexual context)
Surprise police visit ,raid,1,Unexpected raid
Utter a piercing cry,scream,17,Scream out loudly
A group of seven ,septet,18,Septet (an instrumental ensemble of seven musicians; used metaphorically if one feels their number or contribution is less than in larger groups)
"Notions, thoughts ",ideas,18,Therapeutic ideas (related to thoughts/notions in a therapeutic context)
James Bond likes his martini this way ,shaken,2,"Shaken, not stirred"
From Antarctica or the Arctic ,polar,2,Polar bear
Farm tool and star formation ,plough,1,"Ploughshare (the pointed end of a plough, metapromorphically related to stars forming patterns in the sky)"
Rim ,edge,3,Edges
Insurance payment,premium,1,Premium received
Wager ,bet,1,Betting
Tropical water-lily ,lotus,5,Lotus saccharatus
"Eg, the Tate ",gallery,1,Modernist art gallery
Intended ,meant,7,Meant to achieve
