CLUE,ANS,POS,FOUND IN
"Levy, inflict ",impose,9,Imposed amount
Underground cemetery ,catacomb,7,Catacomb-like cemetery
Giving way ,yielding,5,Yielding to pressure
Come to a definite conclusion,resolve,6,Resolve an issue with certainty
Of scientists involved in legal investigations,forensic,1,Forensic experts
"-- Gwyn, mistress of Charles II ",nell,3,Nell Gwynn (main entry)
Become more rigid,stiffen,3,Stiffened
Ball game ,tennis,5,"Tennis (can be considered a ""ball"" game)"
Bird in a cage ,budgie,4,Budgie (slang for parakeet)
One consuming ,eater,6,Excessive eater
Spring back ,bounce,2,Bounce back
