CLUE,ANS,POS
Former currency of Portugal,escudo,1
Miniature tree ,bonsai,6
State of central US ,nebraska,8
Of or to do with nerves ,neural,1
"Way, course ",route,1
Japanese island ,okinawa,5
"Dirty, grimy ",grubby,3
"Eg, native of Teheran ",iranian,2
"Covered ground qith mixtureof straw, leaves etc ",mulched,1
Chic ,stylish,2
Darkness ,night,1
Card game - pontoon - couple,bridge,1
Smithy ,forge,2
Assault ,attack,1
Proprietors ,owners,1
US witch-trial town ,salem,1
Female singing voice ,alto,1
Level or smooth ,even,1
Plant with small blue flowers ,forget-me-not,1
Elongated fish ,eel,1
Business that serves other businesses ,agency,2
Lazy ,idle,11
Greek master of geometry ,euclid,1
Duct that carries urine ,ureter,1
Old name for Spanish peninsula ,iberia,1
Attach(ment) ,annex,20
Entrust with secret ,confide,1
Vigour ,energy,1
Viral disease causing paralysis ,polio,1
Sudden rush,surge,1
Brazilian dance ,samba,1
Sudden sharp decrease in quantity ,dip,14
