CLUE,ANS,POS,FOUND IN
Single piece of sand etc,grain,1,Grains
French cathedral city ,chartres,12,"Chartres (Chartres Cathedral): Located in the town of Chartres, this cathedral is renowned for its stunning Gothic architecture and well-preserved stained glass windows, which vividly illustrate various biblical narratives"
Contort ,twist,2,Twisted form
Diminutive animal doctor ,vet,1,Veterinary surgeon specializing in small animals
Well-known or famous person ,celebrity,3,Prominent celebrity
Annuls an act ,repeals,18,Repeals former mandate
Whimsical - amusing,droll,14,Droll and whimsical 
Sign up ,enrol,2,Enroll
Of the moon ,lunar,1,Lunar body
Rotary energy converter,turbine,2,Turbine generator
Relating to the kidneys ,renal,2,Renal artery: A blood vessel that supplies oxygenated blood from the heart to each kidney.
Enfold ,wrap,1,Wrapped up
Slaughterhouse ,abattoir,7,Abattoir (UK equivalent)
Older or higher in standing ,senior,2,Senior citizen
Very bright red ,scarlet,1,Scarlet hue
Raw ,uncooked,10,Uncooked food items
