CLUE,ANS,POS
"Be present at, turn up for ",attend,1
Low-ranking naval officer ,ensign,6
Lacking in restraint ,uninhibited,11
Motor fuel ,diesel,2
Printing error ,typo,2
Return to earlier state ,revert,1
West African country ,mali,4
Major Asian river ,indus,5
Musical instrument like a small guitar ,mandolin,2
Branch of mathematics ,algebra,2
Underground passage ,tunnel,2
Speaker ,orator,1
"Adversary, antagonist ",opponent,3
"Notions, thoughts ",ideas,1
Largest city in New Mexico ,albuquerque,1
Bird expert ,ornithologist,1
Group of families,tribe,15
One receiving medical care ,patient,1
"Handle, run ",manage,1
Discomfort due to changing time zones when flying,jet lag,1
