CLUE,ANS,POS
"Cricket, table-tennis and baseball implement ",bat,2
Lower layers ,substrata,9
Glowing ,radiant,1
Clown ,buffoon,4
One studying weather and climate ,meteorologist,1
Roe of sturgeon ,caviar,1
Of only average quality ,mediocre,1
Spicy pepper sauce ,tabasco,10
Paris stock exchange ,bourse,1
Coarse ,crass,18
Authority to be consulted,oracle,8
Constant nuisance ,pest,1
Clap ,applaud,1
Devastate ,ravage,11
Subsequent ,next,1
Lifted ,raised,2
Site of annual Wagner festival ,bayreuth,1
Not faint or feeble ,strong,1
"Distinct, separate ",different,9
Peace lover; bird ,dove,1
"Ineffectual, vain ",futile,1
A Hindu spiritual teacher ,guru,1
Falsehoods,untruths,7
Deduce ,infer,1
Part of the week ,tuesday,2
Uppermost attachment of a vessel's rigging,topsail,5
Suffering,distress,3
Giggle,titter,4
Beg ,implore,1
Way in ,entrance,20
Swift ,fleet,15
