CLUE,ANS,POS,FOUND IN
Indefatigability,stamina,5,Infinite stamina
Formal set of clothes ,suit,2,Suit and tie
Narrow runner for the snow ,ski,2,Skier
Bursar ,treasurer,1,Treasurer's aide
Statement of transactions and costs ,account,4,Accounting ledger
Spanish wine cocktail ,sangria,2,Sangria naturalista
Shop ,grocery,28,Grocery store
'The once and future king' ,arthur,2,Arthurian legend
Movie ,film,2,Film-related
Large water lily ,lotus,6,"Lotus (similar but not exactly a ""water lily"")"
