CLUE,ANS,POS,FOUND IN
"Archetype, master copy ",original,2,Original model
Bony framework ,skeleton,2,Exoskeleton
Practical joke,prank,1,Prankster's delight
Place of RC pilgrimage in Portugal ,fatima,1,Fatima Shrine
Footprint ,step,10,Footstep evidence
Large tall chimneys ,stacks,1,Monolithic stacks
An undertaking with little chance of success ,long shot,3,Long shot endeavor
Investigation of component parts ,analysis,4,Component analysis
Ooze slowly out ,seep,2,Slowly seep
Windless ,calm,1,Calm sea
Vote in again ,reelect,1,Reelection-bound
Dispenser of vapour for the nose or lungs ,inhaler,5,Nasal inhaler (specifically for aerosols)
Pope's diadem ,tiara,7,Archbishop's tiara (historically associated with the Pope)
Slippery fish ,eel,16,Eel-like glide (if referring to an eel species)
"Lifted the lid, say",opened,1,Opened it up
Roman silver coin -- is unread (anag),denarius,1,"Denarius (common ancient Roman silver coin, could be ""unmarked"")"
"Jack and Jill, for example",nursery rhyme,12,"Often cited jointly (again, referencing nursery rhyme)"
Toy bear ,teddy,2,Teddy bear
Set of computer instructions ,program,3,Execute program
Satan ,lucifer,3,Luciferian
