CLUE,ANS,POS
One eighth of a mile,furlong,2
Boggy land ,swamp,2
Fortune-teller,palmist,7
Attractively old-fashioned ,quaint,6
The United States ,america,1
Boulevard,avenue,1
Jester ,joker,3
Aubergine ,eggplant,1
Recede ,ebb,5
Scand. cured salmon ,gravlax,5
Hurry ,haste,2
Large livestock farm ,ranch,1
Terribly sad and distressing ,tragic,2
Wild drinking bout ,bender,1
Not injured ,unhurt,6
Tongue ,language,1
Entrance round the corner of the house,side door,5
Long pointed weapons ,spears,2
"Objectives, aims ",purposes,3
Minor argument,spat,4
