CLUE,ANS,POS
Brought to an end,concluded,4
One hundredth of a yen ,sen,1
Force off ,repel,1
Able to move ,mobile,8
Roman goddess of love ,venus,1
Sunrise ,dawn,1
Redact ,edit,4
Make a copy or procreate ,reproduce,4
Restaurant,cafe,1
Line that intercepts a curve ,secant,2
Decorative band on wall ,frieze,3
Steal (goods) ,loot,2
Distinguished conductor,maestro,1
Characteristic pattern of symptoms ,syndrome,4
"Evoke, draw out ",elicit,6
Aspiration ,ambition,2
Bad-tempered or maybe just sick ,bilious,14
Feeling one has seen something before ,deja vu,1
Large spoon with long handle ,ladle,1
Scorn ,disdain,2
Element discovered by the Curies ,radium,3
