CLUE,ANS,POS,FOUND IN
Palladian mansion with gardens in Wiltshire ,stourhead,10,"Stourhead (mainly renowned for its gardens, located nearby)"
Reveal ,disclose,2,Disclosed
"... dum and ...dee, characters in Through the Looking Glass",tweedle,4,Tweedle Dee
Won victory over ,defeated,6,Undefeated
Pass through a filter ,strain,4,Strainer
New and old parts of the Bible ,testament,7,Pre-New Testament
hinting at something indecent ,suggestive,8,Provocatively suggestive
Curb ,rein,12,Reinforcement
Period when light ,daytime,18,Daytime hours (general term for the daylight period)
Drop behind,trail,6,Slowly trailing
"Pixie, imp ",elf,17,Elfin figure
