CLUE,ANS,POS
Porous substance to absorb liquid ,sponge,1
Driver's violent anger ,road rage,1
"Annelid worm, used in medicine of old",leech,1
Cancel out,nullify,1
Slender ,thin,1
Greek tragedian ,aeschylus,2
Birthplace of Jesus,bethlehem,6
"Salves, emollients ",ointments,2
A synthetic fabric ,nylon,2
"Length of time, or a full stop ",period,2
"Pillager, plunderer ",raider,1
Handsome young man of Greek mythology ,apollo,3
Men who are mighty in battle ,warriors,1
Abnormal body sac containing fluid ,cyst,1
