CLUE,ANS,POS,FOUND IN
Reject disdainfully ,spurn,6,Arrogantly spurned
Class of animal including spiders and scorpions ,arachnid,1,Arachnids
Driven by liquid under pressure ,hydraulic,13,Hydraulic drive
Threadlike strands growing from the skin ,hair,7,Scalp hair shafts
Jutting part of lower jaw,chin,2,Prominent chin
Type of fastening - on/off key,toggle,18,Toggle switch (if the context is about keys)
Pulchritude,beauty,9,Symmetrical beauty
Took a loan of ,borrowed,1,Borrowed funds
Natural gift ,talent,2,Inborn talent
Treatment centre ,clinic,2,Medical clinic
Dramatic works set to music ,operas,14,Verismo opera (Italian operas with realistic and often tragic themes)
"Jeffrey, bowman? ",archer,3,Archery enthusiast
Countrified,rural,11,Rural sophistication
Haunt -- preoccupy ,obsess,5,Obsessive
"Implement for writing, drawing etc",pencil,7,Pencil case: An item for holding pencils and other stationery items securely.
Utilises ,uses,7,Exeruses (if seeking a word with 'utilizes' in it)
Means of detecting and locating distant objects,radar,1,Radar detection
