CLUE,ANS,POS
Purposes or intentions ,aims,1
Hayfield ,meadow,2
The science of flying aircraft ,aviation,2
Mental or emotional strain,stress,1
Episode ,chapter,1
Evening music (played outside woman's house) ,serenade,2
Narrow track or path ,lane,5
Decorates with hanging ornaments ,festoons,2
Electric safety device ,circuit breaker,2
Artist's workshop ,atelier,4
Spanish wine shop ,bodega,2
Arab state ,bahrain,5
"Agile, spry ",nimble,1
Sign of the zodiac ,leo,5
Debate ,argument,1
Tropical fruit ,guava,4
Learned ,scholarly,9
