CLUE,ANS,POS
Died by submersion ,drowned,8
Prickly plant of lithest kind ,thistle,14
Border or leeway ,margin,2
Automaton resembling a human,android,2
Money lodged to secure release pending trial ,bail,1
Glue ,adhesive,1
Carry out ,execute,1
Item of make-up ,lipstick,6
God ,deity,1
"Obstinate, unwilling to yield ",stubborn,1
Shaped like a ring ,circular,3
Tetanus ,lockjaw,10
Annulment ,cancellation,2
Secret police of the former German Democratic Republic,stasi,1
Central part ,core,1
Fast-running African bird ,ostrich,1
Style of art such as that of Jackson Pollock ,abstract expressionism,1
Guardian ,keeper,3
