CLUE,ANS,POS
Estate car ,station wagon,1
Temporary discharges of workers ,layoffs,1
"Marlon --, US actor ",brando,1
Artist's black material ,charcoal,2
Undoes a knot ,unties,1
Great sea ,ocean,1
Main constituent of the air ,nitrogen,1
Greek aubergine-based dish,moussaka,1
Pat on the back,kudos,13
More eco-friendly ,greener,1
Make vague ,blur,1
It's now Sri Lanka ,ceylon,1
Pirouette ,revolve,5
Metallic element ,tin,4
Unparalleled ,unique,1
Scandinavian country ,norway,1
Fermented feeding stuff for cattle ,silage,1
Part of the foot ,instep,6
Absolutely horizontal ,level,1
Blyton creation ,noddy,1
Despite the fact that ,although,4
Allotted portion ,share,2
Food intake regime ,diet,1
Lack of rainfall,drought,1
Small children ,tots,6
Adherent of Indian religion ,hindu,1
Soonest ,earliest,1
Glancing rebound ,ricochet,8
Fight between rival gangs of adolescents,rumble,7
Middle Eastern market ,bazaar,2
Scolding bad-tempered woman ,termagant,7
Martial art ,karate,1
Make a hole in ,pierce,2
Word book ,thesaurus,3
