CLUE,ANS,POS,FOUND IN
Cold season ,winter,6,Winter chill
Dull sound of a bell,clang,3,Muffled clang
Stallion ,steed,7,War-ready steed (historical context: knights or cavalry)
Shore ,coast,1,Coastline
Illuminate ,light,2,Enlighten
Get ready ,prepare,9,Prepared to jumpstart
Not recognised by anyone ,unknown,15,"Uncharted: Never previously recorded, mapped, or charted; unknown territory."
Light-sensitive membrane in the eye ,retina,7,Cone-rich retina
Nethermost ,lowest,1,Lowest level
Carved or cast figure ,statue,2,Statuette
Consented ,agreed,1,Agreed upon
One of the Great Lakes,huron,2,Lake Huron
Postpone ,defer,2,Deferred
Vivid long-tailed bird of the Americas,quetzal,3,Quetzal: An emblematic bird with a stunning iridescent plumage from Mexico to Panama; its vividly colored tail is especially characteristic.
