CLUE,ANS,POS
"Admittance, entree ",access,1
Equipment ,kit,12
Land surrounded entirely by water,isle,3
Moral character,ethos,14
Indian sweetmeat with honey and nuts ,halva,6
Cadaverous ,gaunt,5
Device for opening or closing a circuit,switch,1
Summer trousers ,shorts,1
Large airship ,zeppelin,1
Prove - protest ,demonstrate,1
Legally responsible ,liable,1
"Mindless, pointless ",senseless,6
Petty quarrel ,spat,6
Important person (slang) ,bigwig,2
North African city ,tunis,2
Desert illusion ,mirage,1
