CLUE,ANS,POS,FOUND IN
Bring a baby off mother's milk ,wean,1,Weaning
The first man ,adam,1,Adam - Biblical figure considered to be the first human created by God in Judeo-Christian beliefs.
Hang around ,loiter,2,"Loiter - to stay in one place without any purpose, especially with no apparent reason"
A unit of work ,erg,1,"Joule - The standard unit for measuring energy in physics, equivalent to one Newton meter per second squared."
Breaking waves ,surf,1,Surfing
"Functional, handy ",useful,2,Practical - useful and realistic in terms of fulfilling a purpose.
Conceal ,hide,1,Hide - To keep something out of sight or concealed from view.
Body part and the nerve to do something,neck,1,Neck (Spinal Cord) - Controls head movement and posture.
Card game ,canasta,8,"Canasta - An international gambling card game that evolved from the Spanish game ""conta chica,"" played with two decks of 52 cards, and involves partnerships."
Part of a billiard table,pocket,8,Basket (pocket)
Representative; token ,symbolic,19,Monogram (personalized symbolic letter grouping)
