CLUE,ANS,POS,FOUND IN
Clapping ,applause,5,Sound of applause
Allocates a task ,assigns,1,Assigns responsibility
Be at odds,disagree,1,Disagreeing
(Of snow) melt ,thaw,1,Thawing
"Beliefs, dogmas ",tenets,3,Ideological tenets
Travelling company of entertainers ,circus,1,Circus troupe
Small African nocturnal primate with large eyes,bushbaby,4,Galago (bushbaby)
Step up the ladder - called for ,rung,8,Rung by rung elevation
Broad smile,grin,2,Radiant grin
Baseless ,unfounded,12,Unfounded assumption
Attire ,dress,4,Dressed
Business room - position of responsibility or duty,office,2,Corporate office
Affectedly polite and refined ,genteel,16,Genteelly reserved
Scottish residence of the British royal family ,balmoral,1,Balmoral Castle
