CLUE,ANS,POS,FOUND IN
Formerly capital of Nigeria ,lagos,1,"Lagos (before it moved its administrative center in 1976, though still remains the most populous city)"
Access ,entry,3,Entryway
Being away,absence,20,Vanished (Sudden absence)
Printing error ,typo,2,Typographical mistake
Return to earlier state ,revert,2,Revert (to return to an earlier state)
Demand firmly ,insist,2,Insist earnestly
Of more than one ,plural,15,Cacti (the plural of cactus)
Regular habit ,ritual,7,Ritualistic behavior
Rising warm air ,thermal,4,Thermals
Group of families,tribe,9,Tribes
Scottish residence of the British sovereign,balmoral,3,Balmoral Estate (private property but occasionally stays during royal visits)
Loud cry of a bull ,bellow,1,Bellowing
