CLUE,ANS,POS
Chemically inactive ,inert,1
One takes pleasure in inflicting pain ,sadist,1
Paradise ,eden,2
Astonish ,flabbergast,3
Brown sweetener ,demerara sugar,6
Potion once thought to prolong life ,elixir,1
Study of the stars and planets ,astronomy,1
Neckwear,tie,1
Aircraft pilot ,aviator,2
County of northwest Ireland ,sligo,4
Four-sided regular polygon ,square,1
Timetable ,schedule,1
Locality ,district,6
Self-respect,dignity,4
Watcher ,observer,1
Rash boldness ,temerity,6
Top or highest point ,acme,2
"Tool for moving, earth say ",shovel,1
"Reckoned, took to be the case ",supposed,9
Straw hat ,boater,3
South American republic ,ecuador,6
Style of Indian cooking ,tandoori,2
Flood ,inundate,9
Go out or recede like tide ,ebb,1
Involving feverish activity ,hectic,7
Where rivers run fast ,rapids,1
Forty winks ,nap,1
Competitor who finishes second ,runner-up,1
Sugary ,sweet,1
Onlooker ,viewer,8
What one has been through and is supposed to learn from ,experience,1
Carefully consider ,ponder,3
Scruffy ,unkempt,3
