CLUE,ANS,POS,FOUND IN
Texans sometimes wear hats to hold ten of them ,gallon,1,Ten-gallon hat holder
At a great distance ,afar,11,Afar-set
"Intermission, during a play say ",interval,9,Intermission interval
Slow a vehicle ,brake,13,Use brakes cautiously
Four score and ten ,ninety,2,Ninety-two years ago
"Very old English cop, or spud scraper ",peeler,9,Primordial potato peeler
Press ,iron,15,Crammed environment
Large snake ,boa,3,Boa constrictor
Loft ,attic,1,Attic apartment
"Wry, sarcastic",ironic,1,Ironical
Very large ,great,16,Giganticity (uncommon term for very great size)
Catch in snare ,entrap,14,Entrapped by design
Too tolerant or generous ,indulgent,7,Indulgent behavior
Artificial fibre ,nylon,19,Nylon (an artificial polymer)
"Hi, howdy ",hello,1,Hello there
