CLUE,ANS,POS,FOUND IN
"Inherent ability, natural talent ",aptitude,3,Unlearned aptitude
Elegant British tree,silver birch,19,Sophisticated silver birch
Powerful falcon ,peregrine,5,Peregrine falcon
Take issue with ,disagree,15,Disagree with
Association of sports teams ,league,3,League members
Inflammation of head cavities ,sinusitis,5,"Sinusitis (inflammation of the sinuses, which can cause head pain)"
Advantages given to competitors to equalize chances of winning ,handicaps,2,"Handicaps (e.g., in golf or bowling)"
Ventilated ,aired,2,Well-aired
Gaping,wide open,12,Eyes wide open
Elliptical figure,oval,1,Oval-shaped
Trying experience ,ordeal,1,Challenging ordeal
