CLUE,ANS,POS,FOUND IN
Boundary trench ,ditch,3,Defensive ditch
Revolving platform ,turntable,13,Turntable (if considering music records or DJ equipment)
Islands off Cornwall ,scilly,1,Isles of Scilly
Enunciation ,diction,3,Diction: Choice of words used by a speaker or writer.
Female deity,goddess,1,"Athena - Greek goddess of wisdom, courage, and warfare"
Type of macaque ,rhesus,4,Macaca fascicularis (Long-Tailed or Rhesus Macaque)
Tanned hide ,leather,1,Sun-kissed leather
"Eg, Vesuvius ",volcano,1,Volcanic: Relating to a volcano like Vesuvius
Beloved can be expensive ,dear,5,Expensive endearment
Consequence caused by something else ,effect,1,Resulting effect
Surrender as a penalty ,forfeit,8,Forfeiting
Athenian king ,theseus,6,"Theseus (A hero of Athens who united the Attic city-states by slaying the Minotaur, often remembered as a semi-legendary ruler)"
Complacent ,smug,14,Smug satisfaction
"... of the fittest, natural selection ",survival,1,Survival of the strongest
Betrayer ,traitor,1,Traitorous
High-ranking RC priest ,monsignor,16,Monsignor (an honorific title granted to certain priests by a bishop for service or distinction in their religious community)
Cover on a car wheel ,hubcap,3,"Hubcap: circular, often decorative cover for the central part of a wheel"
