CLUE,ANS,POS
Verbally superfluous ,tautological,2
Quite obvious and clear ,evident,5
Tiered ,layered,2
Ending of film ,denouement,6
Bone in lower leg ,tibia,1
Requiring speedy action,urgent,1
Self-centred ,egocentric,1
"Alters, makes right ",amends,3
Afternoon nap ,siesta,2
Ship's smokestack ,funnel,2
"Cotton, slave, estate ",plantation,1
Shellfish ,shrimp,7
Sikh headdress ,turban,2
Citrus fruit ,lime,3
Fast American dance,jive,4
"Pierced, like meat",skewered,10
Car's home (or hospital?) ,garage,1
Entertaining ,amusing,1
"Notable, full of incidents ",eventful,1
