CLUE,ANS,POS,FOUND IN
"Collie, perhaps ",sheepdog,5,Working breed: Utilized historically to perform demanding tasks like sheepdogs
Givers as of blood ,donors,1,Blood donors
Incorporeal being ,spirit,2,Spiritual essence
"Variety of agate, used as a gemstone",onyx,14,"Onyx-agate hybrid - indicating stones that blend characteristics of both onyx and agate, thus contributing to the overall diversity in gemstone types "
Fine fabric ,silk,2,Smooth silk
Habitual worldwide traveller ,globetrotter,1,Regular globetrotter
Jewish meal ,seder,2,"Passover Seder: A ceremonial feast held during the first two nights of the Jewish holiday of Passover, commemorating the liberation of ancient Israelites from slavery in Egypt"
Increase in size,grow,3,Grown
Strength -- could possibly ,might,10,Mightiness: Having great power or strength; often used poetically to describe impressive feats or entities that exude raw force.
Chrysalis ,pupa,2,Pupal form in the life cycle of butterflies or moths
Consider likely to happen,expect,7,Expected development
Virus disease leaving pockmarks ,pox,1,Chickenpox scars: Characteristic marks left by the varicella-zoster virus infection
Relation by marriage ,in-law,1,Spouse's sister-in-law
Spoken ,oral,2,Oral expression
Bounce back ,rebound,6,Rebounding spiritually: Experiencing spiritual growth or renewal after a period of struggle.
Overprotective government deplored by Thatcher ,nanny,11,Nanny-state disapproval
Exhibit ,show,2,Showcase
