CLUE,ANS,POS,FOUND IN
Resin,lac,2,"Pitch - The thick, black substance derived from crude oil or tar, sometimes referred to as a type of natural resin."
Driven by liquid under pressure ,hydraulic,1,"Hydraulics - The use of liquids, typically oil or water, to transmit power through fluid mechanics."
"Include, absorb ",subsume,7,Subsume - To absorb or include within; to subsume one idea under another
Sailor from the Arabian Nights ,sinbad,2,"Sinbad - The main character of ""The Adventures of Sinbad,"" known for his voyages and misadventures on the high seas."
Pulchritude,beauty,2,Physical Beauty
Treatment centre ,clinic,5,Mental health clinic
Carriage for hire ,hackney,4,Hackney carriage
Wool from long-haired goats ,angora,2,"Mohair - Originating from Angora goats, mohair is a silk-like fiber prized for its luster and durability."
"Jeffrey, bowman? ",archer,2,Archery
Implicit,tacit,10,Taciturn
Haunt -- preoccupy ,obsess,1,"Obsession - An intense fixation or absorption with something, often to the point where it haunts one's thoughts and actions."
"Implement for writing, drawing etc",pencil,1,Pencil - A thin cylindrical instrument used for writing or drawing with graphite.
Means of detecting and locating distant objects,radar,1,"Radar - Refers to Radio Detection And Ranging, used for detecting and locating aircraft, ships, and other distant objects."
Modern Constantinople ,istanbul,4,Istanbul (formerly Constantinople)
Picture dyed into the skin ,tattoo,1,Henna Tattoos
Scent bag - shampoo envelope,sachet,19,Scented sachet
Select ,pick,17,Pick out
"Ballroom dance, originally from Germany",waltz,1,Waltz - A ballroom dance which originated in Germany and is characterized by its graceful movements and flowing rhythm.
"Small, particular part ",detail,4,Article - A specific detail in writing discussing a certain topic.
Country and porcelain ,china,1,China (Country) - known for its traditional porcelain production
Winter sport where stones are slid towards a target,curling,1,"Curling - A winter team sport in which players slide stones across an ice surface towards a circular target area, known as the ""house."""
Cricket fielding position,mid-off,19,Mid-off fielder
Also known as ,aka,1,Also Known As (AKA): Synonym for alias or alternative name.
"Roman Emperor, d. 117",trajan,1,Trajan (Aurelius)
Activity undertaken by Blunt and Philby ,spying,1,"Espionage - The practice of spying, particularly involving intelligence-gathering operations carried out secretly for political purposes, which was notably conducted by Oleg Gennadiyevich Penkovsky (Blunt) alongside British intelligence officer Guy Liddell (Philby)."
Illustration on special paper in a book ,plate,1,Bookplate
Oneness,unity,1,"Unity - The state or quality of being united, joined as a whole."
