CLUE,ANS,POS
Archer ,bowman,1
Portion ,piece,3
Ill fame ,notoriety,2
Acute pain of the nerves ,neuralgia,1
"Max --, German composer ",reger,12
Finish ,conclude,5
The whole (of a thing) ,totality,3
Relating to more than one branch of study ,interdisciplinary,1
Army officer ,colonel,6
Terrace ,patio,3
"Ferocious, savage",fierce,10
Intensely dislike ,detest,4
Front part of a ship ,bow,1
More acute ,sharper,1
Risk ,danger,5
Elevation above sea-level ,altitude,1
Horse rider ,jockey,2
Muscular spasms and pains ,cramps,1
Became healthy again ,healed,5
Disobey ,defy,1
Covered walkway in religious establishment,cloister,2
Legitimate ,lawful,11
