CLUE,ANS,POS,FOUND IN
"27th US president, William",taft,10,"The Big Apple (a nickname inspired by New York City which the 27th President, William Howard Taft, served as governor before his presidency; not directly related but contextually linked to food culture in NYC)"
Large spade ,shovel,1,Big shovel
Hearing for an actor ,audition,1,Auditioning
Large strong bags,sacks,2,Voluminous sacks
Highest mountain in Wales ,snowdon,1,"Snowdon, also known as Yr Wyddfa or Ben Nevis"
Fleur-de-lis ,lily,1,Lily flower
State of southwest US ,arizona,1,"This area is characterized by its unique blend of geographical features, including the Grand Canyon in Arizona, Monument Valley in Utah, and vast desert landscapes like those found in the Chihuahuan Desert and the Sonoran Desert."
An organised massacre of Jews ,pogrom,14,"Kristallnacht (the Night of Broken Glass, a pogrom against Jews in Germany and Austria)"
Unravel ,disentangle,1,Detach or disentangle
Talisman ,amulet,1,Sacred charm or amulet
City in Texas - all sad (anag) ,dallas,2,Sorrowful Dallas
Major world religion ,islam,3,"Islam: A monotheistic faith founded in the 7th century CE by Prophet Muhammad, with its holy book being the Quran, which Muslims believe to be the word of God as revealed to him."
Thin mortar for filling building joints etc,grout,4,Building grout
Illness ,sickness,8,Sickness or disease
eg Pooh ,bear,1,Bear-like demeanor
