CLUE,ANS,POS
Burrowing marsupial ,wombat,1
Cycling arena,velodrome,2
Nocturnal bird ,owl,2
Edible crustacean ,shrimp,3
Madagascan primate ,lemur,1
"Pest, pain in the neck ",nuisance,1
Conceivable,possible,1
The Dog-star ,sirius,3
Company emblem ,logo,1
Contagious skin infection,scabies,9
Bank guarantee of payment ,letter of credit,9
Alga ,seaweed,1
"Benign, innocuous ",harmless,2
"Different, diverse ",varied,1
Handcart that holds groceries etc while shopping,trolley,3
College administrator ,dean,3
New town in County Durham ,peterlee,10
Young sheep ,lamb,1
Overturn or unsettle ,upset,1
Small tube inserted into the body to give medication ,cannula,11
Nerve cell ,neuron,1
First name of Disney's Duck ,donald,2
