CLUE,ANS,POS,FOUND IN
Baldness ,alopecia,5,Alopecia (specific type related to pattern baldness)
Dark brown fur,sable,19,Sable coat (traditionally refers to black but can imply depth in color)
Chocolate substitute ,carob,1,"Carob: A naturally sweet, cocoa-like powder made from the seeds of the carob tree that is used as a chocolate alternative in baking recipes."
Complain; meat ,beef,1,Displeased with the quality or taste of beef
Portraying romanticised country life ,pastoral,4,Pastoral tranquility
Illumination ,light,2,Lighting up
They keep watch ,guards,14,Observant guards
Disgusting,repulsive,15,Foul-smelling (referring to an object or situation with a repulsive odor)
"Mock, sneer at ",deride,1,Deride with a smirk
Courageous woman ,heroine,9,Lionshearted heroine
Strong-scented plant ,yarrow,18,Yarrow (Achillea millefolium)
"Ankle, e.g. ",joint,6,"Joint (specifically, the ankle joint)"
"Green, inexperienced ",naive,7,Naive apprentice
Brought up ,raised,1,Raised by parents or guardians
Judgment,verdict,10,Informed verdict
SI unit of electromotive force,volt,1,"Volt (V) - The standard SI unit for electromotive force, which is equivalent to one joule per coulomb, representing the energy transferred by a charge of one coulomb moving across an electric potential difference of one volt."
