CLUE,ANS,POS
Boat's trail in water ,wake,1
"Torn, split ",ripped,1
"Assignations, romantic meetings ",trysts,3
"Peril, risk ",danger,1
Not sloping; apartment ,flat,1
Graven image or greatly admired person ,idol,1
Window hangings ,curtains,1
Sovereign ,ruler,1
Organism such as a toadstool ,fungus,1
Special event ,occasion,12
Blizzard ,snowstorm,1
Thespians ,actors,1
One looks after church and churchyard ,sexton,1
Quakes ,tremors,1
"Allocate, a job say ",assign,1
Flower; part of the eye ,iris,2
"John -, Endymion poet ",keats,2
Of an empire ,imperial,4
"Attentive, watchful ",alert,2
Brave ,intrepid,15
