CLUE,ANS,POS,FOUND IN
Choke ,throttle,18,Throttled by obstruction (figurative)
Calculate approximately ,estimate,6,The approximate number of stars in the Milky Way galaxy (estimated to be around 100 billion).
Stay on ,remain,7,Remaining steadfast
Defeat by superior ingenuity ,outwit,11,Outwitted
Reverie ,dream,1,Dreamy state
Be in accord,agree,4,In agreement
Of birth ,natal,11,Neonatal period
Salad plant,cress,6,Watercress
Wooden hammer ,mallet,1,Beam-like mallet
Taking to be the case ,assuming,1,Assuming a scenario
Direction of the rising sun ,east,1,Eastern horizon
Peas grow in one ,pod,1,Pods
Crown or headband as sign of sovereignty ,diadem,2,Diadems
The defendant ,accused,1,Accused individual in a court case
Little Bighorn general ,custer,1,George Armstrong Custer
Fluid collected by bees ,nectar,2,Nectar reserves
Slyness ,stealth,12,Stealthiness
Annoy or irritate ,irk,3,Irksome
Economical -- rubbishy ,cheap,10,Cheap (with a connotation of low quality)
Seed-bearing spike ,ear,12,Gomphrena (seed-bearing spike of the globe amaranth plant)
A facial twitch ,tic,6,Tics
Fragrance,aroma,2,Aromatic
Old ,ancient,13,Ancient civilization remnants
Appetizers in an Italian meal ,antipasto,2,"Antipasto Misto: A selection of various appetizers including cured meats, cheeses, olives, and vegetables."
