CLUE,ANS,POS,FOUND IN
Short sleep ,nap,1,Nap-taker
Great sorrow at someone's death ,grief,2,Grief-stricken
Young animal,calf,2,"Calf (elephant, whale)"
Marvellous ,superb,20,Staggeringly superb
Width ,breadth,2,"Span - the extent from side to side, breadth."
Advertising booklet,brochure,2,"Pamphlet - Although typically used for brochures on a topic rather than advertisements, it can be applicable if we consider promotional material."
Peruse ,read,19,"Pore over (intensive reading, often used figuratively for non-text materials)"
"Abbey -, Beatles album ",road,1,Abbey Road (the famous studio where they recorded their last album)
Improve ,enhance,24,"Enhance - To intensify the quality, value, or extent of something."
Southern African desert ,kalahari,1,Kalahari Desert
Singing to pre-recorded backing tracks ,karaoke,3,Karaoke performance
