CLUE,ANS,POS
"Admittance, entree ",access,2
Alter ,change,4
Split ,separate,2
"Support, maintain ",uphold,4
Niggardly ,stingy,1
Cadaverous ,gaunt,6
Device for opening or closing a circuit,switch,1
Summer trousers ,shorts,1
Large airship ,zeppelin,1
Prove - protest ,demonstrate,2
Legally responsible ,liable,1
Not sellable ,unmarketable,4
"Peers, matches ",equals,1
Fly larva ,maggot,1
"Mindless, pointless ",senseless,12
Petty quarrel ,spat,3
Ring-doughnut shape ,torus,1
North African city ,tunis,1
Desert illusion ,mirage,1
Accepts as true ,believes,1
Mechanical man,android,2
