CLUE,ANS,POS
Mass of bubbles ,froth,4
Rubbish ,garbage,9
Small road,lane,2
Outside ,external,2
Lower extension of collar on jacket or coat ,lapel,1
Imperial capacity measure,pint,6
Chinese martial art ,kung fu,1
Honey producer ,bee,1
Constituent of brass ,zinc,2
Bushy-tailed rodent ,squirrel,1
State of wealth and prosperity ,opulence,1
Prepare (material) for publishing ,edit,1
Deep cut ,gash,1
Former capital of the German Federal Republic,bonn,1
Preserve made with citrus fruits ,marmalade,1
