CLUE,ANS,POS
Surpass - overshadow - excel,outdo,17
One serves at table ,waiter,1
Long-winded ,prolix,3
Baby frogs ,tadpoles,1
Tether,leash,5
Level a charge against ,accuse,1
Tiredly ,wearily,1
"- Jones, English architect ",inigo,2
Shouting ,yelling,1
Installer of mains-powered equipment ,electrician,1
Chair of the monarch ,throne,1
Admission ,entry,9
Joint of the body ,shoulder,5
100 years ,century,1
Acclaim ,praise,1
Of little importance ,trivial,2
Diplomatic messenger ,envoy,2
Fossilised resin ,amber,1
Graduates of a college ,alumni,1
Immediate ,instant,2
Guided anti-ship missile ,exocet,2
