CLUE,ANS,POS
"Flee from restraint, allow to pursue like dog ",unleash,9
Supporter ,ally,1
Knight's title,sir,1
"Accede, acquiesce ",assent,2
Projectile from bow ,arrow,1
Bream (anag.) ,amber,1
Arrive at ,reach,1
Stems of asparagus as weapons ,spears,1
Gets better or gets back ,recovers,2
"Grant, confer ",award,1
"Concurred, assented ",agreed,1
Continuous record of events in order of time ,chronicle,1
Lasting ,durable,12
Tool for cutting grass with blade on long pole ,scythe,1
Culmination,climax,2
Stew-dish ,casserole,4
Goddess of retribution ,nemesis,1
Military encirclement ,siege,1
Exoneration ,acquittal,1
Tropical fruit ,mango,1
Book by Defoe,moll flanders,2
Area with frozen subsoil ,tundra,1
Wrap; pupa's protection ,cocoon,1
