CLUE,ANS,POS,FOUND IN
Welsh dog ,corgi,1,"Pembroke Welsh Corgi - A popular breed known for its distinctive short stature, which is a result of selective breeding rather than hunger"
Printer's medium ,ink,6,Inkjet paper
Row with two oars,scull,14,Paired sculls (referring to the two oars used in a single sculling boat)
On the exterior ,outside,9,Outside edge
Secretly follow ,tail,11,Low-profile tailing
Handcart that holds groceries etc while shopping,trolley,1,Grocery trolley
College administrator ,dean,7,"Dean (most commonly used term in North America, especially for higher education administrators)"
Reflecting glass ,mirror,1,Mirror-like surface
New town in County Durham ,peterlee,17,Peterlee (involved in recent redevelopment projects)
Parts ,bits,20,Assorted bits and pieces
Show you're pleased ,smile,15,Beaming (expressing happiness through a big smile)
Financial gain ,income,12,Higher income
Honey producer ,bee,2,Beekeeper
'Little Orphan . . . . .' ,annie,1,"Annie (from the popular play and movie ""Annie"")"
SOS! ,help,2,Emergency help
Nerve cell ,neuron,1,"Neuron - The fundamental unit of the brain, responsible for transmitting information throughout the body via electrical signals."
