CLUE,ANS,POS,FOUND IN
Hopelessness ,despair,7,Despairing
Going in the same direction but always the same distance apart ,parallel,1,Parallel lines
Outline drawing ,sketch,13,Sketching a rough composition on paper or canvas using light strokes
Pennant ,banner,1,Stripy banner
Medical care ,treatment,6,Acute medical treatment
It used to be Constantinople ,istanbul,7,"City known today as Istanbul, Turkey"
Part of the ear ,lobe,2,Earlobe
Transparent part of envelope,window,1,Windowpane
Captivate ,enthral,20,Completely enthralled
Storage space for fodder,silo,9,"Feeding silos: Large, tall structures used for bulk storage of various types of fodder, including grains and pellets."
Albumen,egg white,1,"Egg white: The clear liquid portion found inside an egg, primarily composed of water and proteins."
Dealer in knives and forks ,cutler,1,Cutlery trader
Be boisterous ,roister,18,Roistering
Thin paper or plastic tubes ,straws,1,"Flexible conduits: Paper-based straws or lightweight plastic tubes designed for sipping beverages, commonly used in eco-friendly cups and containers."
