CLUE,ANS,POS,FOUND IN
Canopy ,awning,12,Natural awning
Claw ,talon,3,Talon (specific type of bird's claw)
Spicy pepper sauce ,tabasco,5,Tabasco (brand of hot sauce)
Sailing boat ,yacht,20,Bermudan yacht
Not particularly surprising,unremarkable,5,Unremarkable result
Automation ,robot,2,Robotics
District of the Gironde ,m,4,Médoc
Indian melody ,raga,2,Raga (a classical music form from India)
Sticky substance ,goo,3,Gooey
Contract of insurance ,policy,2,Policy - A contract between an insurance company and a policyholder; commonly used term in insurance contexts
(Account) sum received ,credit,1,"The phrase ""sum received"" pertains to the total amount of money credited into these accounts over a certain period"
"Soviet statesman (with a liking for cocktails?), d. 1986 ",molotov,10,"Molotov (Vyacheslav, served as Foreign Commissar and Minister of Foreign Affairs during Stalin's reign)"
American university ,harvard,8,HAW – Harvard University (if crossword allows abbreviation) 
Part of London (or Alberta) ,edmonton,4,"Northwest-Alberta: Edmonton (though not in the UK), it's a city located in central Alberta."
Speak to the residence ,address,4,Knock on doors (literal action performed when addressing an abode)
Classical dance ,ballet,2,Ballet (French origin)
Dull person; use a drill ,bore,3,"The words ""dull"" and ""drill"" could imply that the answer might describe someone not very sharp (intellectually) but also involve using a tool for cutting or making holes, such as ""bored"" (meaning both lack of interest and drilled metal)"
