CLUE,ANS,POS
Deferred ,delayed,2
Prohibited,barred,12
Creatures from another planet ,aliens,1
Summit ,apex,3
"Maxim, self-evident truth ",axiom,2
Muslim law ,sharia,1
Sound reverberations ,echoes,1
Meet expectations ,satisfy,1
Irrational fears ,phobias,1
Relieving pain,analgesic,1
Group of nerve cells from which fibres radiate ,ganglion,1
Branch of maths ,geometry,2
Simple ,easy,2
Specimen ,example,2
Type of music,jazz,3
Brother or sister ,sibling,1
Wetness ,moisture,2
"Alone, apart, detached ",isolated,2
Fleet of armed ships ,armada,2
"Intimidating, discouraging ",daunting,1
Individual fact or feature ,detail,7
Queasiness ,nausea,1
Spanish gypsy dance ,flamenco,1
Wreckage on sea ,flotsam,1
Country of King Zog ,albania,1
Regal (anag.) ,lager,1
