CLUE,ANS,POS,FOUND IN
Towards (river's) source ,upstream,12,Upstream origin
Eaters of a meal ,diners,8,Communal dining diners
Snakelike fish ,eel,2,Eel-like species
Spherical form of carbon ,buckminsterfullerene,1,"Fullerene: A class of allotropes of carbon, known for their spheroidal or tubular structures, with the most famous example being Buckminsterfullerene (C60)."
Pertaining to sight ,visual,1,Visually perceptible
Mythical giant ,titan,2,Monstrous titan
Bar snake from this State ,nebraska,4,Nebraska (Neb-rash-uh)
Light red ,pink,7,Rosy pinkness
September/March date ,equinox,5,"Spring equinox (in some years, occurring around March 20th or 21st)"
Name given to Elizabeth I ,gloriana,2,"Gloriana - a name derived from ""glory"" that alludes to Queen Elizabeth I's reputation for greatness."
Autumn; drop ,fall,2,Fallen leaves
Lacking strength,weak,2,Weakened
Sign (cheque) on back ,endorse,1,Endorsement
Wizardry,magic,1,Magical arts
"Opposed, against ",anti,3,Anti-
Settled up ,paid,7,Debts paid off
Cook in an oven ,bake,1,Baked goods
