CLUE,ANS,POS
Lively party ,shindig,19
Meal ,dinner,3
Pisa has a leaning one ,tower,1
Wood-wind instrument ,oboe,4
"Pause, think twice ",hesitate,1
Group of musicians ,orchestra,1
"Incompetent, clumsy",inept,1
Snowstorm ,blizzard,1
Something with independent existence ,entity,1
Support; long pillow ,bolster,11
Deviation ,deflection,11
Accumulate into total ,aggregate,3
Inflammatory skin condition ,eczema,1
Horse-like striped beast ,zebra,1
Part of a garment covering the arm ,sleeve,1
(Food) consumer ,eater,3
Horizontal beam over a doorway ,lintel,2
Annual ,yearly,1
"Unlucky, destined to lose ",ill-fated,6
Eyeglass ,monocle,6
