CLUE,ANS,POS,FOUND IN
"Collection of facts, information ",data,1,Dataset
Consent ,agree,3,Agreement
In each other's company ,together,4,Togethernamo
Worship of the Devil ,satanism,3,Satanism (a group's worship of the devil)
Electrical unit ,volt,1,Voltage
Abdominal pain ,colic,9,Colicky discomfort (in infants or adults with colon issues)
Swedish astronomer who devised temperature scale ,celsius,7,Ice point (0°C on the Celsius scale)
Barrier to trade ,embargo,4,Embargoes
Minutiae ,trivia,2,Triviality
Ten years,decade,4,Quinticennial (every five years within the span of a decade)
"Ransack, plunder ",loot,1,Looting
Unite ,join,3,Join forces
