CLUE,ANS,POS
Suggestion ,proposal,1
"Closest, being earnest ",nearest,1
Nimble ,spry,5
Correct ,right,4
Foam on the sea ,spume,5
Instrument ,piano,2
Narrow fissure,crevice,1
Clean practices ,hygiene,2
Disgraceful member (of a family) ,black sheep,2
Caprice ,whim,1
Verifying ,checking,6
Drastic,radical,3
One's assets after death ,estate,1
Wanderer ,nomad,1
Sudden feeling of terror,panic,1
Take back or draw in ,retract,1
Bunch ,cluster,2
Southern European country ,italy,1
Painting of inanimate things like flowers and fruit ,still life,1
Having no limit ,endless,2
Demonstrate to be true ,prove,5
"Boris -, former Russian president ",yeltsin,1
European river ,rhine,2
Gardens to display animals ,zoo,1
Fisherman ,angler,1
New York river ,hudson,1
