CLUE,ANS,POS
Towards (river's) source ,upstream,1
Always on the move ,restless,10
Verse line having six metrical feet,hexameter,1
Herring's smaller relative,sprat,1
Bad smell,stench,1
Prove (claim) false ,rebut,3
Snakelike fish ,eel,7
Pertaining to sight ,visual,1
Conceal ,hide,1
Mythical giant ,titan,9
Fireworks,roman candles,6
September/March date ,equinox,2
Lacking strength,weak,1
Scribe ,writer,1
Wizardry,magic,1
"Opposed, against ",anti,9
Cook in an oven ,bake,1
Coarse file ,rasp,4
Not nice,nasty,4
