CLUE,ANS,POS,FOUND IN
Care for ,tend,15,Proficient attender
Archer ,bowman,1,Bowman: a skilled archery practitioner who proficiently uses a bow and arrows.
Portion ,piece,10,Piece (of the pie)
Ill fame ,notoriety,9,Obscure notoriety (when unexpected)
Wed ,marry,13,About to marry
Reaching a destination ,arriving,1,Arriving at the final point
Depend ,rely,6,Dependent relationship: Denotes a situation where two entities rely on each other for fulfillment or functioning.
Accustomed ,used,5,Used to
Town crier's cry ,oyez,3,Oyez! All assembly hither!
Estimated ,guessed,1,Approximately calculated or guessed value
Guffaw ,laugh,1,Laughter-induced chuckle
Risk ,danger,1,Dangerous situation
Elevation above sea-level ,altitude,10,Altitude above sea level
Covered walkway in religious establishment,cloister,1,Cloisters
Combat,fight,1,Fighting
Fall back on ,turn to,1,Return to previous plan or strategy
