CLUE,ANS,POS
Dearth ,paucity,4
Mass of bubbles ,froth,2
At a later time ,afterward,17
Rubbish ,garbage,7
Small road,lane,1
Hostile ,warlike,12
Of dubious legality ,shady,8
Outside ,external,2
Pity for a Biblical Book ,ruth,2
Pencil/cigarette remnant ,stub,3
Imperial capacity measure,pint,3
Chinese martial art ,kung fu,1
Military training ,drill,2
Prevaricating ,evasive,1
Constituent of brass ,zinc,2
The peninsula containing Spain and Portugal ,iberia,1
Bushy-tailed rodent ,squirrel,1
Careful use (of a resource) ,conservation,1
State of wealth and prosperity ,opulence,3
A cutter and engraver of gems ,lapidary,1
Deep cut ,gash,5
One causing deliberate destruction ,saboteur,13
"Pal, buddy ",chum,4
Preserve made with citrus fruits ,marmalade,1
