CLUE,ANS,POS,FOUND IN
"Thyme, for example",herb,1,Herbaceous plant used in cooking (direct answer related to thyme)
"Cunning, deceit ",guile,14,Guileful
Occurring after an armed conflict ,post-war,11,Post-war era
Family,kin,1,Kinfolk
Principal actor in a film ,star,3,Big screen star
Tedious task ,chore,5,Choreomeasurable
Cultivated grass,lawn,3,Lawn tending
Long narrow stretch of water between Africa and Arabia ,red sea,3,Red Sea (part of the straits)
"Of soldier, illegally absent - initially ",awol,2,Absentee without leave (AWOL)
Littoral region ,coast,1,Coastal area
A Christmas tree,holly,1,Holly-adorned evergreen
Small whirlpools ,eddies,1,Tiny eddies
Comfort ,ease,1,At ease
Arrive at ,reach,2,Reach point A
