CLUE,ANS,POS,FOUND IN
Like Sudoku puzzles ,numerical,5,Puzzle with numerical constraints
"Blend, combine ",meld,10,Meld seamlessly
Unhappy ,sad,18,Saddened spirit
Absorbent cloth ,towel,19,Soaking towel
"Over-pretty, sentimental ",twee,37,Discerning (can distinguish between genuine rarities and fakes)
Capacity for rational thought ,reason,2,Logical reasoning
Footpath ,lane,5,Dirt lane
0.405 of a hectare ,acre,3,4% of an acre (keeping in mind that the exact equivalence can vary based on conversion rates and specific definitions)
Angle in astronomy ,azimuth,6,Azimuthal angle
Buried treasure ,trove,17,Missing trove
Stab with a needle ,prick,8,Medical prick
Dove's call ,coo,8,Pigeon coo (if referring to a specific species)
"Friendly, generous, considerate ",kind,2,Kind-hearted
Poison ,toxin,9,Mortal toxin
Obligation,duty,11,Duty-bound
