CLUE,ANS,POS
Former currency of Portugal,escudo,1
Miniature tree ,bonsai,1
"Way, course ",route,3
Japanese island ,okinawa,2
"Dirty, grimy ",grubby,4
"Eg, native of Teheran ",iranian,1
Chic ,stylish,2
Smithy ,forge,2
Elastic item,rubber band,3
Proprietors ,owners,1
US witch-trial town ,salem,1
Female singing voice ,alto,3
Plant with small blue flowers ,forget-me-not,1
Elongated fish ,eel,1
Lazy ,idle,2
Cruel dictator ,despot,2
Greek master of geometry ,euclid,1
Duct that carries urine ,ureter,1
Old name for Spanish peninsula ,iberia,1
Brazilian dance ,samba,1
Sudden sharp decrease in quantity ,dip,14
