CLUE,ANS,POS
Small barrels as for beer ,kegs,1
Semi-precious variety of agate,onyx,3
Indicate assent ,nod,19
Insect drawn to flame ,moth,1
Arch used in croquet ,hoop,2
Assembly for discussion ,conference,5
Feel; discernment ,sense,2
Standard of perfection ,ideal,1
Good humour ,gaiety,5
Ill-mannered child,brat,1
Coniferous tree ,larch,14
Model ,pattern,12
Salt water expanse,ocean,1
Puts forward for consideration ,suggests,3
Stingy ,mean,1
Uncontrollable muscle contractions ,spasms,1
Home made of blocks of snow ,igloo,1
Unique designation in radio communications ,call sign,3
Jewellery item ,stud,8
Curative mineral spring ,spa,9
Incendiarism ,arson,2
Old cartoon sailor,popeye,1
Creator of ceramics ,potter,1
Merciful ,lenient,2
Detailed examination ,analysis,2
Precipitous ,steep,1
"Subjects, themes ",topics,1
Hereditary molecule ,gene,2
String quartet instrument,cello,2
Unconscious state ,coma,3
Short journey to carry a message ,errand,7
He's not involved - just observing ,onlooker,4
System of words ,language,1
Come to rest -- North Yorkshire market town ,settle,19
Falsehood ,untruth,5
